long,lat,red,green,blue
33.55,-6.356199999999999,34,58,34
33.575,-6.356199999999999,33,57,33
33.6,-6.356199999999999,34,58,34
33.625,-6.356199999999999,33,59,34
33.65,-6.356199999999999,33,59,33
33.675,-6.356199999999999,32,115,33
33.7,-6.356199999999999,32,59,32
33.725,-6.356199999999999,31,59,32
33.75,-6.356199999999999,31,61,31
33.775,-6.356199999999999,32,61,32
33.8,-6.356199999999999,31,61,31
33.825,-6.356199999999999,30,61,31
33.85,-6.356199999999999,31,61,31
33.875,-6.356199999999999,29,61,30
33.9,-6.356199999999999,30,62,30
33.925,-6.356199999999999,28,62,29
33.95,-6.356199999999999,28,62,28
33.975,-6.356199999999999,28,61,28
34,-6.356199999999999,28,62,28
34.025,-6.356199999999999,27,123,28
34.05,-6.356199999999999,27,123,27
34.075,-6.356199999999999,26,125,27
34.1,-6.356199999999999,26,124,26
34.125,-6.356199999999999,26,124,26
34.15,-6.356199999999999,25,124,25
34.175,-6.356199999999999,24,124,24
34.2,-6.356199999999999,23,124,23
34.225,-6.356199999999999,23,124,23
34.25,-6.356199999999999,23,125,23
34.275,-6.356199999999999,22,123,23
34.3,-6.356199999999999,21,123,21
34.325,-6.356199999999999,20,123,20
34.35,-6.356199999999999,20,122,20
34.375,-6.356199999999999,19,122,19
34.4,-6.356199999999999,19,121,19
34.425,-6.356199999999999,18,122,18
34.45,-6.356199999999999,80,121,80
34.475,-6.356199999999999,17,121,18
34.5,-6.356199999999999,16,119,17
34.525,-6.356199999999999,17,120,17
34.55,-6.356199999999999,16,121,17
34.575,-6.356199999999999,16,119,16
34.6,-6.356199999999999,15,118,16
34.625,-6.356199999999999,15,117,15
34.65,-6.356199999999999,15,117,15
34.675,-6.356199999999999,15,117,15
34.7,-6.356199999999999,14,116,14
34.725,-6.356199999999999,13,116,13
34.75,-6.356199999999999,15,112,13
34.775,-6.356199999999999,15,111,13
34.8,-6.356199999999999,22,103,12
34.825,-6.356199999999999,25,98,12
34.85,-6.356199999999999,32,92,12
34.875,-6.356199999999999,38,85,12
34.9,-6.356199999999999,45,77,12
34.925,-6.356199999999999,88,95,73
34.95,-6.356199999999999,46,73,10
34.975,-6.356199999999999,29,89,10
35,-6.356199999999999,26,91,10
35.025,-6.356199999999999,17,97,9
35.05,-6.356199999999999,20,95,10
35.075,-6.356199999999999,25,88,9
35.1,-6.356199999999999,34,77,9
35.125,-6.356199999999999,38,71,9
35.15,-6.356199999999999,32,75,8
35.175,-6.356199999999999,42,61,7
35.2,-6.356199999999999,60,39,7
35.225,-6.356199999999999,56,39,7
35.25,-6.356199999999999,51,43,8
31.425,-6.3187,28,40,36
31.45,-6.3187,36,50,27
31.475,-6.3187,40,47,26
31.5,-6.3187,33,49,30
31.525,-6.3187,35,43,34
31.55,-6.3187,26,38,45
31.575,-6.3187,33,36,77
31.6,-6.3187,45,47,66
31.625,-6.3187,36,46,38
31.65,-6.3187,36,41,44
31.675,-6.3187,48,48,70
31.7,-6.3187,29,30,54
31.725,-6.3187,19,23,64
31.75,-6.3187,20,19,65
31.775,-6.3187,30,32,54
31.8,-6.3187,46,48,81
31.825,-6.3187,49,51,80
31.85,-6.3187,61,64,70
31.875,-6.3187,64,69,64
31.9,-6.3187,60,61,74
31.925,-6.3187,29,28,106
31.95,-6.3187,9,8,128
31.975,-6.3187,1,1,140
32,-6.3187,0,0,143
32.025,-6.3187,1,1,144
32.05,-6.3187,10,12,133
32.075,-6.3187,37,42,106
32.1,-6.3187,56,61,85
32.125,-6.3187,67,70,77
32.15,-6.3187,64,69,81
32.175,-6.3187,68,70,77
32.2,-6.3187,73,78,74
32.225,-6.3187,76,79,73
32.25,-6.3187,81,75,73
32.275,-6.3187,79,79,74
32.3,-6.3187,75,77,74
32.325,-6.3187,61,64,90
32.35,-6.3187,25,33,77
32.375,-6.3187,50,55,101
32.4,-6.3187,65,68,90
32.425,-6.3187,41,72,47
32.45,-6.3187,53,72,40
32.475,-6.3187,45,77,42
32.5,-6.3187,31,53,66
32.525,-6.3187,19,37,88
32.55,-6.3187,5,11,116
32.575,-6.3187,0,2,127
32.6,-6.3187,0,0,129
32.775,-6.3187,28,33,78
32.8,-6.3187,37,62,59
32.825,-6.3187,39,50,39
32.85,-6.3187,39,94,39
32.875,-6.3187,81,95,81
32.9,-6.3187,48,82,41
32.925,-6.3187,37,46,41
32.95,-6.3187,34,43,46
32.975,-6.3187,20,40,87
33.075,-6.3187,10,15,75
33.1,-6.3187,19,27,63
33.125,-6.3187,31,46,45
33.15,-6.3187,34,51,40
33.175,-6.3187,36,53,37
33.2,-6.3187,36,53,37
33.225,-6.3187,35,52,37
33.25,-6.3187,35,54,37
33.275,-6.3187,36,55,36
33.3,-6.3187,35,52,37
33.325,-6.3187,31,48,40
33.35,-6.3187,31,50,40
33.375,-6.3187,35,55,36
33.4,-6.3187,34,54,35
33.425,-6.3187,35,108,35
33.45,-6.3187,34,108,34
33.475,-6.3187,34,56,34
33.5,-6.3187,33,57,33
33.525,-6.3187,32,57,33
33.55,-6.3187,34,57,34
33.575,-6.3187,34,57,34
33.6,-6.3187,33,56,33
33.625,-6.3187,33,57,33
33.65,-6.3187,32,58,32
33.675,-6.3187,31,58,31
33.7,-6.3187,31,58,31
33.725,-6.3187,30,59,30
33.75,-6.3187,31,60,31
33.775,-6.3187,31,60,31
33.8,-6.3187,30,60,30
33.825,-6.3187,30,60,31
33.85,-6.3187,29,60,29
33.875,-6.3187,29,60,29
33.9,-6.3187,28,61,29
33.925,-6.3187,28,60,28
33.95,-6.3187,27,61,28
33.975,-6.3187,27,61,27
34,-6.3187,27,60,27
34.025,-6.3187,27,61,27
34.05,-6.3187,26,123,26
34.075,-6.3187,26,123,26
34.1,-6.3187,25,123,26
34.125,-6.3187,25,123,25
34.15,-6.3187,24,123,24
34.175,-6.3187,24,123,24
34.2,-6.3187,23,124,24
34.225,-6.3187,22,123,22
34.25,-6.3187,22,123,22
34.275,-6.3187,21,122,21
34.3,-6.3187,20,122,21
34.325,-6.3187,20,122,21
34.35,-6.3187,20,122,20
34.375,-6.3187,19,121,19
34.4,-6.3187,18,121,18
34.425,-6.3187,18,120,18
34.45,-6.3187,17,120,17
34.475,-6.3187,79,119,79
34.5,-6.3187,17,119,17
34.525,-6.3187,16,119,16
34.55,-6.3187,16,118,16
34.575,-6.3187,15,118,15
34.6,-6.3187,15,117,15
34.625,-6.3187,15,117,15
34.65,-6.3187,14,117,14
34.675,-6.3187,13,116,13
34.7,-6.3187,13,116,13
34.725,-6.3187,13,116,13
34.75,-6.3187,15,111,12
34.775,-6.3187,16,109,12
34.8,-6.3187,24,100,12
34.825,-6.3187,27,95,11
34.85,-6.3187,35,88,12
34.875,-6.3187,40,81,11
34.9,-6.3187,45,75,11
34.925,-6.3187,46,72,10
34.95,-6.3187,17,100,10
34.975,-6.3187,18,97,9
35,-6.3187,15,100,9
35.025,-6.3187,26,89,9
35.05,-6.3187,26,87,9
35.075,-6.3187,24,89,9
35.125,-6.3187,33,73,7
35.15,-6.3187,28,77,7
35.175,-6.3187,48,51,7
35.275,-6.3187,48,46,7
31.25,-6.2812,29,5,66
31.35,-6.2812,50,33,17
31.425,-6.2812,34,43,26
31.45,-6.2812,31,49,29
31.475,-6.2812,34,52,28
31.5,-6.2812,37,51,28
31.525,-6.2812,41,46,26
31.55,-6.2812,33,37,37
31.575,-6.2812,40,37,70
31.6,-6.2812,44,42,71
31.625,-6.2812,32,27,50
31.65,-6.2812,21,21,96
31.675,-6.2812,21,18,65
31.7,-6.2812,22,19,63
31.725,-6.2812,31,28,54
31.75,-6.2812,42,41,44
31.775,-6.2812,61,61,65
31.8,-6.2812,61,61,67
31.825,-6.2812,61,62,67
31.85,-6.2812,66,67,64
31.875,-6.2812,67,67,64
31.9,-6.2812,43,43,90
31.925,-6.2812,18,18,117
31.95,-6.2812,5,5,132
31.975,-6.2812,0,0,137
32,-6.2812,0,0,140
32.025,-6.2812,9,10,135
32.05,-6.2812,24,27,118
32.075,-6.2812,41,46,100
32.1,-6.2812,58,64,81
32.125,-6.2812,69,75,75
32.15,-6.2812,71,75,75
32.175,-6.2812,73,77,73
32.2,-6.2812,72,82,72
32.225,-6.2812,74,80,73
32.25,-6.2812,79,75,73
32.275,-6.2812,57,59,43
32.3,-6.2812,52,53,98
32.325,-6.2812,22,24,79
32.35,-6.2812,7,6,96
32.375,-6.2812,25,25,76
32.4,-6.2812,36,48,63
32.425,-6.2812,48,62,48
32.45,-6.2812,52,71,41
32.475,-6.2812,41,76,45
32.5,-6.2812,31,54,67
32.525,-6.2812,10,18,104
32.55,-6.2812,2,3,120
32.575,-6.2812,0,1,126
32.775,-6.2812,22,23,62
32.8,-6.2812,37,41,45
32.825,-6.2812,39,49,38
32.85,-6.2812,38,49,40
32.875,-6.2812,38,51,39
32.9,-6.2812,39,52,39
32.925,-6.2812,35,47,41
32.95,-6.2812,19,27,61
32.975,-6.2812,10,14,77
33.075,-6.2812,14,20,69
33.1,-6.2812,23,34,57
33.125,-6.2812,30,44,46
33.15,-6.2812,34,49,40
33.175,-6.2812,35,52,38
33.2,-6.2812,35,52,38
33.225,-6.2812,33,49,40
33.25,-6.2812,35,54,36
33.275,-6.2812,36,54,36
33.3,-6.2812,34,52,36
33.325,-6.2812,29,46,43
33.35,-6.2812,22,34,57
33.375,-6.2812,31,50,39
33.4,-6.2812,33,51,38
33.425,-6.2812,33,53,35
33.45,-6.2812,34,56,34
33.475,-6.2812,33,55,33
33.5,-6.2812,32,55,33
33.525,-6.2812,33,56,33
33.55,-6.2812,33,56,33
33.575,-6.2812,33,56,33
33.6,-6.2812,32,56,32
33.625,-6.2812,32,57,32
33.65,-6.2812,31,58,31
33.675,-6.2812,31,58,31
33.7,-6.2812,30,58,30
33.725,-6.2812,30,58,30
33.75,-6.2812,30,58,30
33.775,-6.2812,30,59,30
33.8,-6.2812,30,59,30
33.825,-6.2812,29,59,29
33.85,-6.2812,29,59,29
33.875,-6.2812,28,59,28
33.9,-6.2812,28,60,28
33.925,-6.2812,27,60,27
33.95,-6.2812,27,59,27
33.975,-6.2812,27,60,27
34,-6.2812,27,60,27
34.025,-6.2812,26,60,26
34.05,-6.2812,26,122,26
34.075,-6.2812,25,60,25
34.1,-6.2812,25,122,25
34.125,-6.2812,24,60,24
34.15,-6.2812,24,60,24
34.175,-6.2812,23,60,23
34.2,-6.2812,23,60,23
34.225,-6.2812,21,59,22
34.25,-6.2812,21,59,21
34.325,-6.2812,20,121,20
34.35,-6.2812,19,122,19
34.375,-6.2812,19,120,19
34.4,-6.2812,18,120,18
34.425,-6.2812,17,120,17
34.45,-6.2812,16,119,16
34.475,-6.2812,17,120,17
34.5,-6.2812,16,119,16
34.525,-6.2812,15,118,15
34.55,-6.2812,15,117,15
34.575,-6.2812,15,117,15
34.6,-6.2812,14,117,14
34.625,-6.2812,13,117,13
34.65,-6.2812,76,116,76
34.675,-6.2812,13,116,13
34.7,-6.2812,13,114,13
34.725,-6.2812,12,114,12
34.75,-6.2812,20,103,12
34.775,-6.2812,14,108,11
34.8,-6.2812,26,96,11
34.825,-6.2812,24,98,11
34.85,-6.2812,32,89,11
34.875,-6.2812,40,79,10
34.9,-6.2812,46,72,10
34.925,-6.2812,24,95,10
34.95,-6.2812,10,107,9
35.025,-6.2812,24,89,9
35.05,-6.2812,23,90,8
35.075,-6.2812,22,90,8
35.1,-6.2812,27,81,7
35.125,-6.2812,28,78,7
35.15,-6.2812,29,76,7
35.175,-6.2812,53,46,7
35.2,-6.2812,51,46,7
31.375,-6.2437,45,36,20
31.4,-6.2437,43,36,21
31.425,-6.2437,41,34,25
31.45,-6.2437,30,42,33
31.475,-6.2437,31,52,30
31.5,-6.2437,39,49,29
31.525,-6.2437,39,49,29
31.55,-6.2437,39,49,30
31.575,-6.2437,39,48,32
31.6,-6.2437,34,46,39
31.625,-6.2437,18,24,61
31.675,-6.2437,35,35,85
31.7,-6.2437,46,45,76
31.725,-6.2437,57,54,68
31.75,-6.2437,65,63,60
31.775,-6.2437,65,63,62
31.8,-6.2437,66,64,63
31.825,-6.2437,53,52,35
31.85,-6.2437,54,53,36
31.875,-6.2437,69,68,65
31.9,-6.2437,39,39,94
31.925,-6.2437,6,5,129
31.95,-6.2437,2,2,135
31.975,-6.2437,0,0,140
32,-6.2437,0,0,140
32.025,-6.2437,35,38,104
32.05,-6.2437,54,59,86
32.075,-6.2437,57,65,82
32.1,-6.2437,62,67,79
32.125,-6.2437,69,76,71
32.15,-6.2437,73,78,72
32.175,-6.2437,73,79,71
32.2,-6.2437,71,80,74
32.225,-6.2437,70,69,80
32.25,-6.2437,58,41,51
32.275,-6.2437,44,44,107
32.3,-6.2437,11,11,92
32.325,-6.2437,1,1,106
32.35,-6.2437,6,6,97
32.375,-6.2437,42,42,111
32.4,-6.2437,66,67,88
32.425,-6.2437,53,65,41
32.45,-6.2437,44,78,42
32.475,-6.2437,30,65,59
32.5,-6.2437,21,37,82
32.55,-6.2437,3,6,118
32.775,-6.2437,25,27,58
32.8,-6.2437,35,41,44
32.825,-6.2437,39,47,39
32.85,-6.2437,36,47,41
32.875,-6.2437,39,50,40
32.9,-6.2437,36,48,40
32.925,-6.2437,22,31,56
33.025,-6.2437,13,18,73
33.05,-6.2437,22,32,57
33.075,-6.2437,25,36,53
33.1,-6.2437,29,44,46
33.125,-6.2437,33,48,40
33.15,-6.2437,36,52,37
33.175,-6.2437,36,52,37
33.2,-6.2437,33,49,40
33.225,-6.2437,30,45,44
33.25,-6.2437,32,49,40
33.275,-6.2437,35,54,35
33.3,-6.2437,34,53,35
33.325,-6.2437,29,44,44
33.35,-6.2437,14,23,64
33.375,-6.2437,19,31,57
33.4,-6.2437,27,44,44
33.425,-6.2437,33,53,35
33.45,-6.2437,33,54,33
33.475,-6.2437,33,55,33
33.5,-6.2437,33,54,33
33.525,-6.2437,32,55,32
33.55,-6.2437,33,55,33
33.575,-6.2437,32,56,32
33.6,-6.2437,32,55,32
33.625,-6.2437,31,111,31
33.65,-6.2437,31,57,31
33.675,-6.2437,30,57,30
33.7,-6.2437,30,57,30
33.725,-6.2437,30,57,30
33.75,-6.2437,29,57,29
33.775,-6.2437,30,58,30
33.8,-6.2437,29,58,29
33.825,-6.2437,29,58,29
33.85,-6.2437,28,59,28
33.875,-6.2437,27,58,28
33.9,-6.2437,27,58,27
33.925,-6.2437,26,58,27
33.95,-6.2437,27,59,27
33.975,-6.2437,27,59,27
34,-6.2437,26,59,26
34.025,-6.2437,26,59,26
34.05,-6.2437,25,58,25
34.075,-6.2437,24,59,25
34.1,-6.2437,24,121,24
34.125,-6.2437,24,121,24
34.15,-6.2437,23,121,23
34.175,-6.2437,22,59,22
34.2,-6.2437,21,121,21
34.225,-6.2437,21,121,21
34.25,-6.2437,20,121,20
34.275,-6.2437,20,121,20
34.3,-6.2437,19,120,19
34.375,-6.2437,18,120,18
34.4,-6.2437,17,119,17
34.425,-6.2437,17,119,17
34.45,-6.2437,17,119,17
34.475,-6.2437,17,119,17
34.5,-6.2437,16,118,16
34.525,-6.2437,16,118,16
34.55,-6.2437,15,117,15
34.575,-6.2437,14,117,14
34.6,-6.2437,13,116,13
34.625,-6.2437,13,116,13
34.65,-6.2437,13,115,13
34.7,-6.2437,12,114,12
34.725,-6.2437,11,114,12
34.75,-6.2437,14,108,11
34.775,-6.2437,13,109,11
34.8,-6.2437,16,106,11
34.825,-6.2437,10,110,10
34.85,-6.2437,20,99,10
34.875,-6.2437,40,79,10
34.9,-6.2437,37,79,9
34.95,-6.2437,9,107,9
34.975,-6.2437,13,103,9
35,-6.2437,12,100,8
35.025,-6.2437,16,96,8
35.075,-6.2437,13,96,7
35.1,-6.2437,24,84,7
35.125,-6.2437,21,85,7
35.15,-6.2437,30,75,7
35.175,-6.2437,44,57,7
35.2,-6.2437,41,58,7
31.275,-6.2062,78,11,19
31.4,-6.2062,44,35,23
31.475,-6.2062,37,47,29
31.5,-6.2062,42,45,28
31.525,-6.2062,39,48,30
31.55,-6.2062,41,48,31
31.575,-6.2062,39,51,31
31.6,-6.2062,32,48,39
31.625,-6.2062,12,22,71
31.65,-6.2062,10,12,109
31.675,-6.2062,40,39,79
31.7,-6.2062,61,59,62
31.725,-6.2062,54,48,35
31.75,-6.2062,65,64,61
31.775,-6.2062,64,62,63
31.8,-6.2062,53,48,36
31.825,-6.2062,53,52,35
31.85,-6.2062,55,51,35
31.875,-6.2062,58,56,74
31.9,-6.2062,11,11,122
31.925,-6.2062,0,0,135
31.95,-6.2062,0,0,137
31.975,-6.2062,1,1,138
32,-6.2062,31,32,108
32.025,-6.2062,65,67,72
32.05,-6.2062,50,61,40
32.075,-6.2062,49,65,38
32.1,-6.2062,71,72,72
32.125,-6.2062,75,74,70
32.15,-6.2062,78,74,71
32.175,-6.2062,74,72,75
32.2,-6.2062,54,53,93
32.225,-6.2062,43,32,64
32.25,-6.2062,24,22,79
32.275,-6.2062,17,18,85
32.3,-6.2062,4,4,99
32.325,-6.2062,5,5,100
32.35,-6.2062,28,24,79
32.375,-6.2062,51,37,62
32.4,-6.2062,70,52,40
32.425,-6.2062,70,55,39
32.45,-6.2062,38,68,52
32.475,-6.2062,21,44,81
32.5,-6.2062,7,14,109
32.55,-6.2062,5,12,113
32.775,-6.2062,16,19,68
32.8,-6.2062,26,29,57
32.825,-6.2062,36,43,42
32.85,-6.2062,39,47,39
32.875,-6.2062,39,48,38
32.9,-6.2062,31,41,48
33.025,-6.2062,22,32,57
33.05,-6.2062,35,50,39
33.075,-6.2062,35,50,38
33.1,-6.2062,35,50,37
33.125,-6.2062,35,51,36
33.15,-6.2062,36,53,36
33.175,-6.2062,34,49,40
33.2,-6.2062,25,38,51
33.225,-6.2062,21,31,57
33.25,-6.2062,24,38,51
33.275,-6.2062,31,48,39
33.3,-6.2062,34,53,34
33.325,-6.2062,28,43,43
33.35,-6.2062,17,27,60
33.375,-6.2062,17,27,60
33.4,-6.2062,24,40,47
33.425,-6.2062,31,52,34
33.45,-6.2062,32,53,32
33.475,-6.2062,32,54,32
33.5,-6.2062,32,54,32
33.525,-6.2062,32,55,32
33.55,-6.2062,32,55,32
33.575,-6.2062,32,109,32
33.6,-6.2062,31,110,31
33.625,-6.2062,31,111,31
33.65,-6.2062,30,56,30
33.675,-6.2062,30,56,30
33.7,-6.2062,30,56,30
33.725,-6.2062,29,56,29
33.75,-6.2062,29,55,29
33.775,-6.2062,29,57,29
33.8,-6.2062,28,57,28
33.825,-6.2062,28,58,28
33.85,-6.2062,27,57,27
33.875,-6.2062,27,57,27
33.9,-6.2062,26,57,27
33.925,-6.2062,26,57,26
33.95,-6.2062,26,58,26
33.975,-6.2062,26,58,26
34,-6.2062,25,58,25
34.025,-6.2062,25,58,25
34.05,-6.2062,24,58,24
34.075,-6.2062,24,119,24
34.1,-6.2062,23,120,24
34.125,-6.2062,23,57,23
34.15,-6.2062,22,120,22
34.175,-6.2062,22,58,22
34.2,-6.2062,21,58,22
34.225,-6.2062,21,58,21
34.3,-6.2062,19,120,19
34.375,-6.2062,17,118,17
34.425,-6.2062,17,117,17
34.45,-6.2062,16,118,16
34.475,-6.2062,15,118,15
34.5,-6.2062,15,117,15
34.525,-6.2062,15,116,15
34.55,-6.2062,14,117,14
34.575,-6.2062,14,117,14
34.6,-6.2062,13,115,13
34.625,-6.2062,14,116,14
34.65,-6.2062,75,114,75
34.675,-6.2062,12,113,12
34.7,-6.2062,11,112,11
34.725,-6.2062,11,113,11
34.75,-6.2062,15,108,11
34.775,-6.2062,11,111,11
34.8,-6.2062,10,111,10
34.825,-6.2062,10,110,10
34.85,-6.2062,9,109,9
34.875,-6.2062,33,83,9
34.9,-6.2062,38,77,9
34.925,-6.2062,10,105,9
34.95,-6.2062,8,105,8
34.975,-6.2062,12,101,8
35,-6.2062,8,103,7
35.025,-6.2062,12,99,7
35.05,-6.2062,19,91,7
35.075,-6.2062,18,92,7
35.125,-6.2062,21,83,7
31.25,-6.168699999999999,41,9,52
31.275,-6.168699999999999,78,13,18
31.475,-6.168699999999999,37,41,29
31.5,-6.168699999999999,40,47,28
31.525,-6.168699999999999,41,48,29
31.55,-6.168699999999999,42,45,29
31.575,-6.168699999999999,42,48,31
31.6,-6.168699999999999,37,41,38
31.675,-6.168699999999999,33,34,51
31.7,-6.168699999999999,63,61,62
31.725,-6.168699999999999,65,63,61
31.75,-6.168699999999999,54,49,35
31.775,-6.168699999999999,56,45,35
31.8,-6.168699999999999,54,48,35
31.825,-6.168699999999999,65,65,63
31.85,-6.168699999999999,64,64,65
31.875,-6.168699999999999,53,53,80
31.9,-6.168699999999999,8,8,125
31.925,-6.168699999999999,0,0,135
31.95,-6.168699999999999,3,3,136
31.975,-6.168699999999999,23,24,115
32,-6.168699999999999,41,43,98
32.025,-6.168699999999999,64,67,74
32.05,-6.168699999999999,71,71,68
32.075,-6.168699999999999,74,73,69
32.1,-6.168699999999999,77,71,70
32.125,-6.168699999999999,77,70,70
32.15,-6.168699999999999,68,61,82
32.175,-6.168699999999999,43,40,108
32.2,-6.168699999999999,37,36,114
32.225,-6.168699999999999,14,14,136
32.25,-6.168699999999999,16,13,89
32.275,-6.168699999999999,33,26,74
32.3,-6.168699999999999,34,27,75
32.325,-6.168699999999999,27,19,86
32.35,-6.168699999999999,41,31,67
32.375,-6.168699999999999,63,47,46
32.4,-6.168699999999999,69,52,41
32.425,-6.168699999999999,63,49,47
32.45,-6.168699999999999,27,29,74
32.475,-6.168699999999999,7,11,104
32.525,-6.168699999999999,7,13,108
32.8,-6.168699999999999,13,15,72
32.825,-6.168699999999999,29,34,51
32.85,-6.168699999999999,33,39,46
32.875,-6.168699999999999,31,37,48
32.9,-6.168699999999999,24,30,56
33,-6.168699999999999,22,31,57
33.025,-6.168699999999999,35,49,40
33.05,-6.168699999999999,37,51,37
33.075,-6.168699999999999,36,51,36
33.1,-6.168699999999999,36,52,36
33.125,-6.168699999999999,35,52,36
33.15,-6.168699999999999,35,50,38
33.175,-6.168699999999999,26,37,49
33.2,-6.168699999999999,17,24,63
33.275,-6.168699999999999,18,28,57
33.3,-6.168699999999999,32,52,34
33.325,-6.168699999999999,33,52,34
33.35,-6.168699999999999,30,47,39
33.375,-6.168699999999999,20,33,53
33.4,-6.168699999999999,20,33,52
33.425,-6.168699999999999,26,44,41
33.45,-6.168699999999999,33,53,33
33.475,-6.168699999999999,32,53,32
33.5,-6.168699999999999,32,54,32
33.525,-6.168699999999999,31,55,31
33.55,-6.168699999999999,31,54,31
33.575,-6.168699999999999,31,108,31
33.6,-6.168699999999999,31,54,31
33.625,-6.168699999999999,30,54,30
33.65,-6.168699999999999,30,111,30
33.675,-6.168699999999999,30,55,30
33.7,-6.168699999999999,29,55,29
33.725,-6.168699999999999,29,114,29
33.75,-6.168699999999999,28,55,28
33.775,-6.168699999999999,27,55,28
33.8,-6.168699999999999,28,56,28
33.825,-6.168699999999999,27,56,28
33.85,-6.168699999999999,27,56,27
33.875,-6.168699999999999,26,56,27
33.9,-6.168699999999999,27,57,27
33.925,-6.168699999999999,26,57,27
33.95,-6.168699999999999,26,56,26
33.975,-6.168699999999999,25,57,25
34,-6.168699999999999,25,56,25
34.025,-6.168699999999999,24,56,24
34.05,-6.168699999999999,24,57,24
34.075,-6.168699999999999,23,119,23
34.1,-6.168699999999999,23,57,23
34.125,-6.168699999999999,22,57,22
34.15,-6.168699999999999,22,56,22
34.375,-6.168699999999999,17,118,17
34.4,-6.168699999999999,17,117,17
34.425,-6.168699999999999,16,116,16
34.45,-6.168699999999999,15,116,15
34.475,-6.168699999999999,15,117,15
34.5,-6.168699999999999,15,116,15
34.525,-6.168699999999999,14,115,14
34.55,-6.168699999999999,14,115,14
34.575,-6.168699999999999,13,115,13
34.6,-6.168699999999999,13,114,13
34.625,-6.168699999999999,13,114,13
34.65,-6.168699999999999,12,114,12
34.675,-6.168699999999999,12,114,12
34.725,-6.168699999999999,10,111,10
34.75,-6.168699999999999,11,109,10
34.775,-6.168699999999999,10,111,10
34.8,-6.168699999999999,10,110,10
34.825,-6.168699999999999,9,109,9
34.85,-6.168699999999999,9,109,9
34.875,-6.168699999999999,24,92,9
34.9,-6.168699999999999,37,79,9
34.925,-6.168699999999999,8,105,8
34.95,-6.168699999999999,7,107,7
34.975,-6.168699999999999,12,100,7
35,-6.168699999999999,14,97,7
35.025,-6.168699999999999,9,102,7
30.875,-6.1312,45,27,28
31.275,-6.1312,57,10,38
31.3,-6.1312,75,21,21
31.325,-6.1312,72,29,27
31.35,-6.1312,69,30,28
31.45,-6.1312,31,35,37
31.475,-6.1312,25,29,46
31.5,-6.1312,34,39,37
31.525,-6.1312,37,47,30
31.55,-6.1312,46,43,28
31.575,-6.1312,59,51,54
31.6,-6.1312,34,32,43
31.675,-6.1312,27,26,56
31.7,-6.1312,53,37,40
31.725,-6.1312,63,60,61
31.75,-6.1312,65,64,61
31.775,-6.1312,55,47,35
31.8,-6.1312,52,46,37
31.825,-6.1312,61,59,70
31.85,-6.1312,57,56,73
31.875,-6.1312,53,52,79
31.9,-6.1312,31,30,104
31.925,-6.1312,6,6,129
31.95,-6.1312,18,17,119
31.975,-6.1312,40,40,98
32,-6.1312,54,55,85
32.025,-6.1312,67,70,69
32.05,-6.1312,69,73,67
32.075,-6.1312,72,73,68
32.1,-6.1312,74,72,70
32.125,-6.1312,63,59,84
32.15,-6.1312,39,37,110
32.175,-6.1312,19,19,130
32.2,-6.1312,12,12,137
32.225,-6.1312,13,11,91
32.25,-6.1312,42,33,64
32.275,-6.1312,52,38,57
32.3,-6.1312,67,48,42
32.325,-6.1312,61,42,49
32.35,-6.1312,53,41,55
32.375,-6.1312,50,37,59
32.4,-6.1312,42,36,63
32.425,-6.1312,26,32,77
32.45,-6.1312,12,15,96
32.525,-6.1312,3,7,116
32.575,-6.1312,6,7,158
32.85,-6.1312,19,20,63
32.875,-6.1312,14,16,70
33,-6.1312,30,41,46
33.025,-6.1312,37,52,37
33.05,-6.1312,37,52,37
33.075,-6.1312,36,51,36
33.1,-6.1312,36,51,36
33.125,-6.1312,31,45,40
33.15,-6.1312,26,37,50
33.175,-6.1312,14,21,66
33.3,-6.1312,29,45,40
33.325,-6.1312,33,52,33
33.35,-6.1312,34,52,34
33.375,-6.1312,33,53,33
33.4,-6.1312,18,28,56
33.425,-6.1312,23,39,46
33.45,-6.1312,32,53,33
33.475,-6.1312,32,54,32
33.5,-6.1312,31,53,31
33.525,-6.1312,31,53,31
33.55,-6.1312,30,54,30
33.575,-6.1312,31,53,31
33.6,-6.1312,30,53,30
33.625,-6.1312,30,54,30
33.65,-6.1312,29,54,29
33.675,-6.1312,29,54,29
33.7,-6.1312,28,111,29
33.725,-6.1312,28,54,28
33.75,-6.1312,27,54,28
33.775,-6.1312,28,55,28
33.8,-6.1312,27,55,28
33.825,-6.1312,27,56,27
33.85,-6.1312,27,56,27
33.875,-6.1312,27,56,27
33.9,-6.1312,26,56,26
33.925,-6.1312,26,56,26
33.95,-6.1312,25,56,25
33.975,-6.1312,25,56,25
34,-6.1312,24,56,24
34.025,-6.1312,24,56,24
34.05,-6.1312,23,56,23
34.075,-6.1312,23,56,23
34.1,-6.1312,22,56,22
34.2,-6.1312,21,118,21
34.225,-6.1312,19,118,20
34.35,-6.1312,16,116,16
34.375,-6.1312,80,116,80
34.4,-6.1312,16,116,16
34.425,-6.1312,15,116,15
34.45,-6.1312,15,115,15
34.5,-6.1312,14,115,14
34.525,-6.1312,14,115,14
34.55,-6.1312,13,113,13
34.575,-6.1312,13,113,13
34.6,-6.1312,13,114,13
34.625,-6.1312,12,113,12
34.65,-6.1312,12,113,12
34.675,-6.1312,11,112,11
34.7,-6.1312,11,111,11
34.725,-6.1312,11,111,11
